period_end_date,year,month,revenue,cost_of_sales,gross_profit,distribution_costs,administrative_expenses,other_income_and_gains,profit_for_the_period
31/12/2021,2021,12,2743545,34387146,8356399,1054840,3340270,72755,3399698
