period_end_date,year,month,revenue,cost_of_sales,gross_profit,distribution_costs,administrative_expenses,other_income_and_gains,profit_for_the_period
31/12/2022,2022,12,19586955,-15328969,4257986,-985878,-1881749,328400,922039
