period_end_date,year,month,revenue,cost_of_sales,gross_profit,distribution_costs,administrative_expenses,other_income_and_gains,profit_for_the_period
31/03/2023,2023,3,18518298,-13171748,5346550,-113819,-2928560,235469,1500437
