period_end_date,year,month,revenue,cost_of_sales,gross_profit,distribution_costs,administrative_expenses,other_income_and_gains,profit_for_the_period
31/03/2022,2022,3,12550438,-10174187,2376251,-347955,-1463385,460652,3011102
