period_end_date,year,month,revenue,cost_of_sales,gross_profit,distribution_costs,administrative_expenses,other_income_and_gains,profit_for_the_period
30/09/2022,2022,9,1994058,1598163,1040435,1560815,3276870,202879,6079948
